weighting,technology_group,country,weight,unit,source_year,scenario,source_dataset,source_url,nodes
solar_tyndp2024_pemmdb_nt2040,solar,Spain,147154.37699999998,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ES00
solar_tyndp2024_pemmdb_nt2040,solar,Switzerland,24071.130974802378,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CH00
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Austria,8771.195496152182,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,AT00
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Belgium,3126.3064000000013,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,BE00+BEOF
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Czechia,3926.7,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CZ00
storage_total_tyndp2024_pemmdb_nt2040,storage_total,France,10020.137254901962,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,FR00+FR15
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Germany,120535.97,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,DE00+DEKF
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Italy,34698.658,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ITA00+ITCA+ITCN+ITCS+ITN1+ITS1+ITSA+ITSI
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Luxembourg,1360.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,LUB1+LUF1+LUG1+LUV1
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Netherlands,30817.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,NL00+NL60+NL6H+NLA0+NLBH+NLLL
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Poland,1549.61,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,PL00
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Spain,24731.805333333334,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ES00
storage_total_tyndp2024_pemmdb_nt2040,storage_total,Switzerland,11574.876378800547,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CH00
storage_tyndp2024_pemmdb_nt2040,storage,Austria,238.6954961521824,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,AT00
storage_tyndp2024_pemmdb_nt2040,storage,Belgium,1821.306400000001,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,BE00+BEOF
storage_tyndp2024_pemmdb_nt2040,storage,Czechia,2585.1,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CZ00
storage_tyndp2024_pemmdb_nt2040,storage,France,5177.000000000001,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,FR00+FR15
storage_tyndp2024_pemmdb_nt2040,storage,Germany,109812.03,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,DE00+DEKF
storage_tyndp2024_pemmdb_nt2040,storage,Italy,26910.6,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ITA00+ITCA+ITCN+ITCS+ITN1+ITS1+ITSA+ITSI
storage_tyndp2024_pemmdb_nt2040,storage,Luxembourg,50.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,LUB1+LUF1+LUG1+LUV1
storage_tyndp2024_pemmdb_nt2040,storage,Netherlands,30817.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,NL00+NL60+NL6H+NLA0+NLBH+NLLL
storage_tyndp2024_pemmdb_nt2040,storage,Spain,13000.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ES00
storage_tyndp2024_pemmdb_nt2040,storage,Switzerland,5554.876378800549,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CH00
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Austria,4105.53,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,AT00
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Belgium,11200.5,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,BE00+BEOF
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Czechia,8869.2,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CZ00
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,France,71383.04000000001,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,FR00+FR15
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Germany,34944.22092283951,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,DE00+DEKF
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Italy,51288.4,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ITA00+ITCA+ITCN+ITCS+ITN1+ITS1+ITSA+ITSI
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Luxembourg,55.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,LUB1+LUF1+LUG1+LUV1
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Netherlands,15370.5,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,NL00+NL60+NL6H+NLA0+NLBH+NLLL
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Poland,30762.804755835627,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,PL00
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Spain,24497.571,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ES00
thermal_nuclear_tyndp2024_pemmdb_nt2040,thermal_nuclear,Switzerland,440.4417496110906,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CH00
thermal_tyndp2024_pemmdb_nt2040,thermal,Austria,4105.53,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,AT00
thermal_tyndp2024_pemmdb_nt2040,thermal,Belgium,11200.5,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,BE00+BEOF
thermal_tyndp2024_pemmdb_nt2040,thermal,Czechia,3682.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CZ00
thermal_tyndp2024_pemmdb_nt2040,thermal,France,8476.04,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,FR00+FR15
thermal_tyndp2024_pemmdb_nt2040,thermal,Germany,34944.22092283951,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,DE00+DEKF
thermal_tyndp2024_pemmdb_nt2040,thermal,Italy,51288.4,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ITA00+ITCA+ITCN+ITCS+ITN1+ITS1+ITSA+ITSI
thermal_tyndp2024_pemmdb_nt2040,thermal,Luxembourg,55.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,LUB1+LUF1+LUG1+LUV1
thermal_tyndp2024_pemmdb_nt2040,thermal,Netherlands,15370.5,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,NL00+NL60+NL6H+NLA0+NLBH+NLLL
thermal_tyndp2024_pemmdb_nt2040,thermal,Poland,26322.804755835627,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,PL00
thermal_tyndp2024_pemmdb_nt2040,thermal,Spain,24497.571,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ES00
thermal_tyndp2024_pemmdb_nt2040,thermal,Switzerland,440.4417496110906,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CH00
wind_offshore_tyndp2024_pemmdb_nt2040,wind_offshore,Belgium,7960.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,BE00+BEOF
wind_offshore_tyndp2024_pemmdb_nt2040,wind_offshore,France,26375.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,FR00+FR15
wind_offshore_tyndp2024_pemmdb_nt2040,wind_offshore,Germany,65395.6,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,DE00+DEKF
wind_offshore_tyndp2024_pemmdb_nt2040,wind_offshore,Italy,18500.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ITA00+ITCA+ITCN+ITCS+ITN1+ITS1+ITSA+ITSI
wind_offshore_tyndp2024_pemmdb_nt2040,wind_offshore,Netherlands,50542.5,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,NL00+NL60+NL6H+NLA0+NLBH+NLLL
wind_offshore_tyndp2024_pemmdb_nt2040,wind_offshore,Poland,10900.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,PL00
wind_offshore_tyndp2024_pemmdb_nt2040,wind_offshore,Spain,2800.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ES00
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Austria,16000.00100115779,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,AT00
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Belgium,7504.953125000001,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,BE00+BEOF
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Czechia,2500.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CZ00
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,France,44449.52967478964,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,FR00+FR15
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Germany,158878.28999999998,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,DE00+DEKF
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Italy,23065.81977,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ITA00+ITCA+ITCN+ITCS+ITN1+ITS1+ITSA+ITSI
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Luxembourg,666.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,LUB1+LUF1+LUG1+LUV1
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Netherlands,11425.04956994115,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,NL00+NL60+NL6H+NLA0+NLBH+NLLL
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Poland,13767.84,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,PL00
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Spain,79916.94899999998,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ES00
wind_onshore_tyndp2024_pemmdb_nt2040,wind_onshore,Switzerland,1150.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CH00
wind_tyndp2024_pemmdb_nt2040,wind,Austria,16000.00100115779,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,AT00
wind_tyndp2024_pemmdb_nt2040,wind,Belgium,15464.953125,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,BE00+BEOF
wind_tyndp2024_pemmdb_nt2040,wind,Czechia,2500.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CZ00
wind_tyndp2024_pemmdb_nt2040,wind,France,70824.52967478964,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,FR00+FR15
wind_tyndp2024_pemmdb_nt2040,wind,Germany,224273.89,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,DE00+DEKF
wind_tyndp2024_pemmdb_nt2040,wind,Italy,41565.81977,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ITA00+ITCA+ITCN+ITCS+ITN1+ITS1+ITSA+ITSI
wind_tyndp2024_pemmdb_nt2040,wind,Luxembourg,666.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,LUB1+LUF1+LUG1+LUV1
wind_tyndp2024_pemmdb_nt2040,wind,Netherlands,61967.54956994115,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,NL00+NL60+NL6H+NLA0+NLBH+NLLL
wind_tyndp2024_pemmdb_nt2040,wind,Poland,24667.84,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,PL00
wind_tyndp2024_pemmdb_nt2040,wind,Spain,82716.94899999998,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,ES00
wind_tyndp2024_pemmdb_nt2040,wind,Switzerland,1150.0,MW,2040,NationalTrends,"ENTSO-E/ENTSOG TYNDP 2024 Scenarios final package, PEMMDB 2.5, National Trends 2040",https://2024-data.entsos-tyndp-scenarios.eu/files/scenarios-inputs/PEMMDB2.zip,CH00
